id,segment_id,source_type,observation_type,verification_state,confidence,source_reliability,observed_at,expires_at,road_type,lit
32,456659,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,secondary,
74,456673,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,pedestrian,
26,456657,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,service,
251,456904,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,service,
65,456670,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,steps,
188,456883,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,service,
245,456902,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,service,
86,456764,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,pedestrian,
203,456888,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,service,
227,456896,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,service,
47,456664,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,footway,yes
191,456884,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,secondary,
209,456890,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,secondary,
101,456769,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,pedestrian,
200,456887,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,service,
98,456768,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,pedestrian,
173,456878,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,residential,
62,456669,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,pedestrian,
197,456886,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,service,
53,456666,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,pedestrian,
194,456885,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,service,
236,456899,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,service,
80,456762,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,pedestrian,
35,456660,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T19:55:32.103807+00:00,,pedestrian,
11,457230,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T20:55:10.666271+00:00,,service,
10,457230,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T22:55:10.666271+00:00,,service,
211,456891,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
34,456660,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,pedestrian,
13,454720,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
43,456663,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,steps,
28,456658,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,footway,
16,456638,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
31,456659,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,secondary,
25,456657,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
40,456662,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,pedestrian,
19,456639,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
22,456640,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
37,456661,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,pedestrian,
76,456690,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
58,456668,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,steps,
70,456672,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,pedestrian,
67,456671,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,pedestrian,
55,456667,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,pedestrian,
49,456665,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,steps,
82,456763,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,steps,
73,456673,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,pedestrian,
64,456670,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,steps,
85,456764,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,pedestrian,
46,456664,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,footway,yes
61,456669,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,pedestrian,
52,456666,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,pedestrian,
79,456762,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,pedestrian,
97,456768,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,pedestrian,
100,456769,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,pedestrian,
88,456765,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,steps,
103,456772,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,pedestrian,
91,456766,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,pedestrian,
127,456853,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,footway,
109,456784,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,secondary,
106,456777,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,steps,
112,456847,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,footway,yes
115,456849,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
118,456850,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,secondary,
121,456851,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,secondary,
124,456852,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,secondary,
163,456867,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
172,456878,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,residential,
151,456863,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,secondary,
145,456860,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
142,456859,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,footway,
160,456866,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
133,456856,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
166,456876,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,secondary,
154,456864,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,secondary,
169,456877,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
130,456855,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,footway,
157,456865,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
136,456857,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
139,456858,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,footway,
148,456862,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
199,456887,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
193,456885,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
196,456886,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
190,456884,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,secondary,
202,456888,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
187,456883,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
208,456890,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,secondary,
181,456881,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
214,456892,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
205,456889,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
184,456882,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
175,456879,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
178,456880,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
229,456897,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,footway,
247,456903,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,footway,
223,456895,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
235,456899,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
226,456896,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
94,456767,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,pedestrian,
244,456902,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
250,456904,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
238,456900,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
232,456898,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,secondary,
217,456893,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
241,456901,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
220,456894,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-13T23:55:32.103807+00:00,,service,
2,456736,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T00:41:01.151737+00:00,,footway,
9,457230,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T00:55:10.666271+00:00,,service,
1,456736,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T02:41:01.151737+00:00,,footway,
8,457230,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T02:55:10.666271+00:00,,service,
78,456762,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,pedestrian,
195,456886,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
237,456900,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
51,456666,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,pedestrian,
189,456884,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,secondary,
60,456669,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,pedestrian,
201,456888,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
249,456904,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
45,456664,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,footway,yes
186,456883,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
84,456764,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,pedestrian,
207,456890,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,secondary,
63,456670,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,steps,
243,456902,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
81,456763,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,steps,
210,456891,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
48,456665,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,steps,
213,456892,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
30,456659,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,secondary,
54,456667,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,pedestrian,
204,456889,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
231,456898,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,secondary,
66,456671,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,pedestrian,
183,456882,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
12,454720,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
69,456672,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,pedestrian,
174,456879,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
15,456638,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
57,456668,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,steps,
177,456880,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
216,456893,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
36,456661,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,pedestrian,
75,456690,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
198,456887,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
162,456867,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
228,456897,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,footway,
180,456881,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
21,456640,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
171,456878,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,residential,
96,456768,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,pedestrian,
150,456863,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,secondary,
33,456660,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,pedestrian,
123,456852,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,secondary,
144,456860,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
108,456784,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,secondary,
99,456769,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,pedestrian,
192,456885,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
219,456894,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
42,456663,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,steps,
102,456772,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,pedestrian,
120,456851,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,secondary,
141,456859,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,footway,
246,456903,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,footway,
117,456850,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,secondary,
159,456866,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
27,456658,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,footway,
114,456849,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
132,456856,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
18,456639,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
111,456847,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,footway,yes
165,456876,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,secondary,
222,456895,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
153,456864,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,secondary,
240,456901,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
129,456855,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,footway,
168,456877,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
39,456662,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,pedestrian,
105,456777,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,steps,
234,456899,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
93,456767,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,pedestrian,
156,456865,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
72,456673,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,pedestrian,
87,456765,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,steps,
135,456857,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
24,456657,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
126,456853,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,footway,
138,456858,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,footway,
225,456896,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
90,456766,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,pedestrian,
147,456862,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T03:55:32.103807+00:00,,service,
6,456736,user_report,road_hazard,REPORTED,0.5,0.6,2026-08-14T04:41:01.151737+00:00,,footway,
7,457230,user_report,harassment,CORROBORATED,0.5,0.6,2026-08-14T04:55:10.666271+00:00,,service,
